time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1930-11-21T02:00:28.430Z,40.27,19.579,15,5.95,mw,,,,,iscgem,iscgem907743,2022-04-25T22:34:34.133Z,"11 km SE of Orikum, Albania",earthquake,,7.6,0.23,,reviewed,iscgem,iscgem
1930-10-30T07:13:10.100Z,43.89,13.483,15,5.98,mw,,,,,iscgem,iscgem907677,2022-04-25T22:33:48.231Z,"28 km NNE of Montignano-Marzocca, Italy",earthquake,,8,0.23,,reviewed,iscgem,iscgem
1930-10-26T07:14:06.010Z,44.657,11.169,15,5.17,mw,,,,,iscgemsup,iscgemsup907670,2022-05-09T17:35:40.739Z,"2 km NNW of San Giovanni in Persiceto, Italy",earthquake,,9.6,0.2,,reviewed,iscgemsup,iscgemsup
1930-10-07T23:27:10.990Z,47.306,10.551,15,5.32,mw,,,,,iscgemsup,iscgemsup907636,2022-05-09T17:35:36.467Z,"3 km S of Elmen, Austria",earthquake,,3.4,0.3,,reviewed,iscgemsup,iscgemsup
1930-07-23T13:53:13.320Z,40.907,15.309,15,5.19,mw,,,,,iscgemsup,iscgemsup907515,2022-05-09T17:34:53.560Z,"3 km SSW of Andretta-Mattinella, Italy",earthquake,,6.9,0.2,,reviewed,iscgemsup,iscgemsup
1930-07-23T00:08:41.180Z,40.98,15.341,15,6.64,mw,,,,,iscgem,iscgem907513,2022-04-25T22:30:35.259Z,"3 km SSW of Bisaccia Nuova, Italy",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1930-05-24T22:01:58.260Z,44.439,10.817,15,5.3,mw,,,,,iscgemsup,iscgemsup907422,2022-05-09T17:34:10.722Z,"2 km ENE of Serramazzoni, Italy",earthquake,,9.6,0.2,,reviewed,iscgemsup,iscgemsup
1929-12-13T04:45:34.030Z,36.251,13.215,15,5.4,mw,,,,,iscgemsup,iscgemsup908413,2022-05-09T17:39:06.298Z,"91 km WNW of San Lawrenz, Malta",earthquake,,14.9,0.2,,reviewed,iscgemsup,iscgemsup
1929-07-18T21:01:55.800Z,43.755,11.373,15,5.15,mw,,,,,iscgemsup,iscgemsup908223,2022-05-09T17:38:08.196Z,"3 km ESE of San Jacopo al Girone, Italy",earthquake,,5.6,0.2,,reviewed,iscgemsup,iscgemsup
1929-05-11T19:22:51.490Z,44.74,11.387,15,5.39,mw,,,,,iscgemsup,iscgemsup908071,2022-05-09T17:37:18.424Z,"3 km W of San Vincenzo, Italy",earthquake,,5,0.47,,reviewed,iscgemsup,iscgemsup
1929-04-29T18:36:00.080Z,44.072,11.715,15,5.45,mw,,,,,iscgem,iscgem908049,2022-04-25T22:39:27.135Z,"2 km WSW of Tredozio, Italy",earthquake,,5.6,0.21,,reviewed,iscgem,iscgem
1929-04-22T08:25:29.370Z,43.795,11.681,15,5.34,mw,,,,,iscgemsup,iscgemsup908030,2022-05-09T17:37:13.653Z,"2 km W of Stia, Italy",earthquake,,5.6,0.2,,reviewed,iscgemsup,iscgemsup
1929-04-20T01:09:43.350Z,43.304,11.54,15,5.53,mw,,,,,iscgem,iscgem908025,2022-04-25T21:10:21.968Z,"5 km W of Rapolano Terme, Italy",earthquake,,5.1,0.32,,reviewed,iscgem,iscgem
1929-04-19T04:15:26.510Z,44.339,11.453,15,5.41,mw,,,,,iscgemsup,iscgemsup908023,2022-05-09T17:37:12.277Z,"3 km ESE of Pizzano, Italy",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1929-04-11T01:40:05.480Z,44.223,11.213,15,5.06,mw,,,,,iscgemsup,iscgemsup908004,2022-05-09T17:37:07.790Z,"2 km WNW of San Benedetto Val di Sambro, Italy",earthquake,,5.7,0.35,,reviewed,iscgemsup,iscgemsup
1929-04-10T05:43:18.820Z,44.32,11.362,15,5.36,mw,,,,,iscgemsup,iscgemsup907997,2022-05-09T17:37:06.614Z,"3 km WSW of Monterenzio, Italy",earthquake,,5,0.28,,reviewed,iscgemsup,iscgemsup
1929-01-17T00:06:44.190Z,39.424,18.488,15,5.42,mw,,,,,iscgemsup,iscgemsup907859,2022-05-09T17:36:28.560Z,"43 km SSE of Leuca, Italy",earthquake,,25,0.2,,reviewed,iscgemsup,iscgemsup
1928-08-25T21:08:55.840Z,44.958,16.883,15,5.43,mw,,,,,iscgemsup,iscgemsup908857,2022-05-09T17:41:08.233Z,"4 km NNW of Lamovita, Bosnia and Herzegovina",earthquake,,6.1,0.26,,reviewed,iscgemsup,iscgemsup
1928-03-27T08:32:30.300Z,46.429,13.057,15,5.98,mw,,,,,iscgem,iscgem908566,2022-04-25T21:11:07.080Z,"4 km SE of Zuglio, Italy",earthquake,,5.4,0.2,,reviewed,iscgem,iscgem
1928-03-26T14:40:36.360Z,46.618,13.182,15,5.42,mw,,,,,iscgemsup,iscgemsup908564,2022-05-09T17:39:45.919Z,"2 km S of Kirchbach, Austria",earthquake,,5.4,0.22,,reviewed,iscgemsup,iscgemsup
1928-03-07T10:55:12.490Z,38.725,15.855,65,5.82,mw,,,,,iscgem,iscgem908523,2022-04-25T22:48:56.754Z,"6 km NNW of Tropea, Italy",earthquake,,6.7,0.22,,reviewed,iscgem,iscgem
1927-10-11T14:45:04.010Z,41.804,13.883,15,5.35,mw,,,,,iscgemsup,iscgemsup909558,2022-05-09T17:44:40.451Z,"5 km ENE of Opi, Italy",earthquake,,6.1,0.2,,reviewed,iscgemsup,iscgemsup
1927-10-08T19:49:02.130Z,47.885,16.469,15,5.45,mw,,,,,iscgem,iscgem909550,2022-04-25T23:10:16.833Z,"Austria-Hungary border region",earthquake,,3.7,0.25,,reviewed,iscgem,iscgem
1927-08-07T06:34:03.340Z,41.985,19.84,15,5.39,mw,,,,,iscgemsup,iscgemsup909433,2022-05-09T17:43:33.532Z,"8 km SW of Pukë, Albania",earthquake,,6.4,0.33,,reviewed,iscgemsup,iscgemsup
1927-07-25T20:35:33.020Z,47.75,15.582,15,5.43,mw,,,,,iscgemsup,iscgemsup909407,2022-05-09T17:43:18.981Z,"10 km NE of Mürzsteg, Austria",earthquake,,1.6,0.2,,reviewed,iscgemsup,iscgemsup
1927-05-25T02:50:34.610Z,41.303,14.761,15,5.23,mw,,,,,iscgemsup,iscgemsup909288,2022-05-09T17:42:44.467Z,"3 km NE of Campolattaro, Italy",earthquake,,4.6,0.2,,reviewed,iscgemsup,iscgemsup
1927-02-14T03:43:24.810Z,42.944,18.321,15,6.02,mw,,,,,iscgem,iscgem909090,2022-04-25T23:02:32.007Z,"11 km NW of Bile?a, Bosnia and Herzegovina",earthquake,,4.9,0.53,,reviewed,iscgem,iscgem
1926-12-17T11:39:57.640Z,40.942,19.628,15,5.93,mw,,,,,iscgem,iscgem910290,2022-04-25T23:23:41.489Z,"6 km W of Lushnjë, Albania",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1926-12-17T06:31:11.250Z,41.355,19.997,15,5.91,mw,,,,,iscgem,iscgem910289,2022-04-25T23:23:36.170Z,"15 km ENE of Tirana, Albania",earthquake,,7.2,0.47,,reviewed,iscgem,iscgem
1926-10-23T01:58:54.690Z,41.008,19.607,15,5.5,mw,,,,,iscgem,iscgem910183,2022-04-25T23:20:44.613Z,"9 km SSW of Rrogozhinë, Albania",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1926-08-17T01:42:52.010Z,38.856,15.195,15,5.35,mw,,,,,iscgemsup,iscgemsup910063,2022-05-09T17:47:08.839Z,"43 km NE of Santa Marina Salina, Italy",earthquake,,23.9,0.2,,reviewed,iscgemsup,iscgemsup
1926-01-01T18:04:17.560Z,45.653,14.302,15,5.6,mw,,,,,iscgem,iscgem909698,2022-04-25T23:12:56.478Z,"8 km ESE of Pivka, Slovenia",earthquake,,4.3,0.2,,reviewed,iscgem,iscgem
1925-09-24T13:33:20.200Z,40.228,13.146,15,5.23,mw,,,,,iscgemsup,iscgemsup910690,2022-05-09T17:51:02.094Z,"67 km SSW of Ventotene, Italy",earthquake,,25,0.35,,reviewed,iscgemsup,iscgemsup
1925-09-11T04:40:51.370Z,45.026,14.903,15,5.25,mw,,,,,iscgemsup,iscgemsup910676,2022-05-09T17:50:55.799Z,"4 km N of Senj, Croatia",earthquake,,6,0.2,,reviewed,iscgemsup,iscgemsup
1925-09-05T07:43:27.860Z,45.594,14.589,15,5.35,mw,,,,,iscgemsup,iscgemsup910669,2022-05-09T17:50:45.760Z,"10 km ESE of Leskova Dolina, Slovenia",earthquake,,4.3,0.27,,reviewed,iscgemsup,iscgemsup
1924-12-12T03:28:45.500Z,46.462,13.052,15,5.41,mw,,,,,iscgemsup,iscgemsup911222,2022-05-09T17:54:26.816Z,"2 km ENE of Zuglio, Italy",earthquake,,5.4,0.5,,reviewed,iscgemsup,iscgemsup
1924-04-15T12:48:36.190Z,46.31,8.071,15,5.56,mw,,,,,iscgem,iscgem910913,2022-04-25T23:30:40.556Z,"6 km ESE of Naters, Switzerland",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1924-01-02T08:55:13.060Z,43.813,12.449,15,5.47,mw,,,,,iscgem,iscgem910791,2022-04-25T23:29:15.918Z,"1 km NNE of Macerata Feltria, Italy",earthquake,,9.4,0.39,,reviewed,iscgem,iscgem
1923-06-28T15:11:34.910Z,45.322,10.993,15,5.41,mw,,,,,iscgemsup,iscgemsup911424,2022-05-09T17:55:25.814Z,"2 km SSW of Buttapietra, Italy",earthquake,,4.7,0.2,,reviewed,iscgemsup,iscgemsup
1923-05-20T20:51:34.040Z,37.437,19.759,15,5.49,mw,,,,,iscgem,iscgem911373,2022-04-25T23:35:35.125Z,"98 km WSW of Katastárion, Greece",earthquake,,9.6,0.2,,reviewed,iscgem,iscgem
1923-03-15T05:40:20.160Z,43.237,17.567,15,6.1,mw,,,,,iscgem,iscgem911313,2022-04-25T23:35:00.694Z,"2 km NE of Radiši?i, Bosnia and Herzegovina",earthquake,,5,0.44,,reviewed,iscgem,iscgem
1922-12-29T12:22:11.110Z,41.581,13.664,15,5.62,mw,,,,,iscgem,iscgem912133,2022-04-25T23:42:42.013Z,"3 km N of Roccasecca, Italy",earthquake,,2.5,0.26,,reviewed,iscgem,iscgem
1922-04-11T04:35:20.360Z,40.622,19.924,15,5.85,mw,,,,,iscgem,iscgem911866,2022-04-25T23:40:35.000Z,"9 km SSW of Berat, Albania",earthquake,,6.5,0.24,,reviewed,iscgem,iscgem
